date,close,stck_oprc,high,low,volume,tr_amount,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2025-04-11,52300,51500,52500,51000,596826,30785145450,00,0.00,N,5,-300,
2025-04-14,52800,50600,53300,50500,782995,40706707700,00,0.00,N,2,500,
2025-04-15,54100,53400,55000,52300,619057,33344913800,00,0.00,N,2,1300,
2025-04-16,54400,54000,54700,53600,369859,20049018900,00,0.00,N,2,300,
2025-04-17,56100,55400,57400,55300,567075,32111319000,00,0.00,N,2,1700,
2025-04-18,55000,56200,56800,54400,452337,24908996600,00,0.00,N,5,-1100,
2025-04-21,53500,54500,54500,53300,341659,18385310800,00,0.00,N,5,-1500,
2025-04-22,53500,52900,54000,52600,310277,16533774400,00,0.00,N,3,0,
2025-04-23,55900,54400,56100,53700,584096,32288688150,00,0.00,N,2,2400,
2025-04-24,55200,55400,56200,54400,295086,16219027150,00,0.00,N,5,-700,
2025-04-25,55200,54800,56300,54500,343574,19008064650,00,0.00,N,3,0,
2025-04-28,55300,54400,56000,54400,325618,18002697400,00,0.00,N,2,100,
2025-04-29,55900,55400,57300,55000,374792,21016933000,00,0.00,N,2,600,
2025-04-30,56900,56300,57100,56000,427788,24195871400,00,0.00,N,2,1000,
2025-05-02,57400,56900,58000,56700,371883,21402285100,00,0.00,N,2,500,
2025-05-07,58800,58000,59200,56700,561427,32797248900,00,0.00,N,2,1400,
2025-05-08,57000,59600,59600,57000,456269,26405511250,00,0.00,N,5,-1800,
2025-05-09,57800,57300,58200,56500,260571,14933686450,00,0.00,N,2,800,
2025-05-12,56900,57500,57500,56500,318547,18082961000,00,0.00,N,5,-900,
2025-05-13,57100,56800,58600,56700,346933,19921747850,00,0.00,N,2,200,
2025-05-14,57100,57100,57200,56100,308798,17521128800,00,0.00,N,3,0,
2025-05-15,56800,56600,57100,56300,229985,13038738450,00,0.00,N,5,-300,
2025-05-16,55900,56800,56900,55400,325098,18167633300,00,0.00,N,5,-900,
2025-05-19,53400,54200,54500,52800,509892,27196854750,00,0.00,N,5,-2500,
2025-05-20,52800,54000,55200,52500,384242,20575375000,00,0.00,N,5,-600,
2025-05-21,52800,53900,53900,52600,280628,14894212100,00,0.00,N,3,0,
2025-05-22,53300,53300,54200,52700,366298,19525168500,00,0.00,N,2,500,
2025-05-23,53300,53200,53400,52600,197767,10473012700,00,0.00,N,3,0,
2025-05-26,52600,53600,54700,52600,345056,18448759850,00,0.00,N,5,-700,
2025-05-27,52700,52600,52900,51100,387188,20179969050,00,0.00,N,2,100,
2025-05-28,53900,52700,55800,52500,584514,31649760050,00,0.00,N,2,1200,
2025-05-29,54700,55200,56700,54400,511957,28486812150,00,0.00,N,2,800,
2025-05-30,54600,54700,54800,53200,648403,35069403400,00,0.00,N,5,-100,
2025-06-02,52900,53700,53900,52800,361878,19226874400,00,0.00,N,5,-1700,
2025-06-04,51400,51100,53650,51000,635815,33125573500,00,0.00,N,5,-1500,
2025-06-05,52300,51700,52900,51600,341679,17837825650,00,0.00,N,2,900,
2025-06-09,51400,52000,52200,51100,409957,21093485650,00,0.00,N,5,-900,
2025-06-10,52500,51500,52900,51200,440889,22950275950,00,0.00,N,2,1100,
2025-06-11,53200,53000,53600,52200,363426,19258966550,00,0.00,N,2,700,
2025-06-12,53400,52800,53900,52600,587295,31294605300,00,0.00,N,2,200,
2025-06-13,52700,52900,53200,51600,451698,23570191500,00,0.00,N,5,-700,
2025-06-16,51000,51900,52100,50000,620455,31459167700,00,0.00,N,5,-1700,
2025-06-17,50900,50400,51800,50300,460047,23515764550,00,0.00,N,5,-100,
2025-06-18,50300,50400,51000,50000,433795,21799445950,00,0.00,N,5,-600,
2025-06-19,53200,49900,55400,48350,2038522,105847810400,00,0.00,N,2,2900,
2025-06-20,53500,52300,54300,51700,813461,43433697550,00,0.00,N,2,300,
2025-06-23,51300,52100,52200,51100,479546,24694590800,00,0.00,N,5,-2200,
2025-06-24,49550,48850,51000,48400,1270705,63156227475,00,0.00,N,5,-1750,
2025-06-25,49650,50100,50300,49100,589723,29253986325,00,0.00,N,2,100,
2025-06-26,47900,49250,49400,47400,804047,38664917200,00,0.00,N,5,-1750,
2025-06-27,47800,47700,48450,47100,416896,19863407625,00,0.00,N,5,-100,
2025-06-30,49100,48100,49650,47400,493487,24041108100,00,0.00,N,2,1300,
2025-07-01,50100,49200,50600,48600,461196,23058634375,00,0.00,N,2,1000,
2025-07-02,49900,49850,50300,49050,290052,14396060775,00,0.00,N,5,-200,
2025-07-03,50000,49800,50200,49250,305413,15172048475,00,0.00,N,2,100,
2025-07-04,49450,49900,50200,49100,314727,15608631200,00,0.00,N,5,-550,
2025-07-07,49000,49150,50500,48900,269068,13339415475,00,0.00,N,5,-450,
2025-07-08,48900,49700,49700,48050,503866,24470770900,00,0.00,N,5,-100,
2025-07-09,49400,48700,49750,48400,358931,17629169300,00,0.00,N,2,500,
2025-07-10,50600,49500,51800,49250,654385,33097303775,00,0.00,N,2,1200,
2025-07-11,51200,50600,53200,50500,772774,40210516150,00,0.00,N,2,600,
2025-07-14,51800,52900,53250,51800,446922,23376316350,00,0.00,N,2,600,
2025-07-15,52100,51900,52600,51500,323686,16819577350,00,0.00,N,2,300,
2025-07-16,52100,51700,52200,51000,288214,14890358000,00,0.00,N,3,0,
2025-07-17,54000,52200,54200,51900,600584,31955396250,00,0.00,N,2,1900,
2025-07-18,52900,54200,54200,51700,484240,25499390350,00,0.00,N,5,-1100,
2025-07-21,50300,51900,52800,49050,1255800,63351976375,00,0.00,N,5,-2600,
2025-07-22,49800,49900,51100,49350,413702,20723451500,00,0.00,N,5,-500,
2025-07-23,50000,50000,50400,49550,237433,11878175000,00,0.00,N,2,200,
2025-07-24,49550,50200,50400,48400,570323,28123933375,00,0.00,N,5,-450,
2025-07-25,50000,49300,50500,49150,296722,14841917625,00,0.00,N,2,450,
2025-07-28,49550,50000,50100,49050,308539,15239002125,00,0.00,N,5,-450,
2025-07-29,49000,49100,49200,48400,333952,16315215675,00,0.00,N,5,-550,
2025-07-30,48050,48400,48800,47500,547791,26379715225,00,0.00,N,5,-950,
2025-07-31,48000,48050,48350,46800,681773,32286466625,00,0.00,N,5,-50,
2025-08-01,46050,46950,47450,45800,517886,24035284700,00,0.00,N,5,-1950,
2025-08-04,47850,45450,48200,44600,526230,24796634150,00,0.00,N,2,1800,
2025-08-05,47550,47800,48250,47350,288121,13749902400,00,0.00,N,5,-300,
2025-08-06,46500,47700,47700,46350,306078,14262183050,00,0.00,N,5,-1050,
2025-08-07,44600,46250,46400,44400,607285,27280372375,00,0.00,N,5,-1900,
2025-08-08,42600,43800,45200,42450,846014,36778160425,00,0.00,N,5,-2000,
2025-08-11,40800,40900,42050,39700,1442923,58858106775,00,0.00,N,5,-1800,
2025-08-12,40850,42000,42400,40800,478740,19899166900,00,0.00,N,2,50,
2025-08-13,41750,41100,42500,40900,541451,22620931450,00,0.00,N,2,900,
2025-08-14,41300,41900,42350,40400,462243,19064014075,00,0.00,N,5,-450,
2025-08-18,39600,39800,40350,39150,612280,24377394550,00,0.00,N,5,-1700,
2025-08-19,39150,39000,39750,38600,612221,23894733900,00,0.00,N,5,-450,
2025-08-20,38150,38500,38750,37650,614943,23369783125,00,0.00,N,5,-1000,
2025-08-21,39400,38600,40100,38550,576186,22733603975,00,0.00,N,2,1250,
2025-08-22,37400,39650,39750,36750,915753,34713908500,00,0.00,N,5,-2000,
2025-08-25,37050,37500,38550,36950,610022,22924426675,00,0.00,N,5,-350,
2025-08-26,37900,36700,37900,36200,1014445,37486633375,00,0.00,N,2,850,
2025-08-27,37500,38350,38500,37000,536139,20121716275,00,0.00,N,5,-400,
2025-08-28,37750,36950,38550,36700,514119,19441877925,00,0.00,N,2,250,
2025-08-29,37750,38000,38800,37400,466352,17690910675,00,0.00,N,3,0,
2025-09-01,38700,37800,40750,37700,871999,34327268975,00,0.00,N,2,950,
2025-09-02,39500,39100,39700,38150,341979,13339858950,00,0.00,N,2,800,
2025-09-03,39300,39250,40450,39150,438067,17452815000,00,0.00,N,5,-200,
2025-09-04,39450,39100,40000,39100,278032,11004950875,00,0.00,N,2,150,
2025-09-05,40550,39500,43100,39500,1378836,57085939550,00,0.00,N,2,1100,
2025-09-08,38750,41250,41300,38400,719264,28511691700,00,0.00,N,5,-1800,
2025-09-09,38000,38900,39000,37500,516368,19660357550,00,0.00,N,5,-750,
2025-09-10,38650,38050,39050,37800,344271,13207583125,00,0.00,N,2,650,
2025-09-11,39150,38550,39700,38450,498846,19525899475,00,0.00,N,2,500,
2025-09-12,39050,39200,39350,38550,340935,13287469300,00,0.00,N,5,-100,
2025-09-15,38650,38600,39000,38200,362624,13977763625,00,0.00,N,5,-400,
2025-09-16,38800,38800,39400,38550,368462,14308652350,00,0.00,N,2,150,
2025-09-17,38950,38650,39150,38200,266822,10347881925,00,0.00,N,2,150,
2025-09-18,39650,39100,40400,39100,384002,15254789275,00,0.00,N,2,700,
2025-09-19,39550,39550,39900,38900,475451,18717377275,00,0.00,N,5,-100,
2025-09-22,39050,39250,39400,38750,296913,11582409225,00,0.00,N,5,-500,
2025-09-23,38850,38850,39350,38000,502756,19343836375,00,0.00,N,5,-200,
2025-09-24,39150,39050,39350,38100,294178,11379398925,00,0.00,N,2,300,
2025-09-25,39650,38700,39900,38600,362195,14281577050,00,0.00,N,2,500,
2025-09-26,38750,39150,39250,38300,333848,12939008775,00,0.00,N,5,-900,
2025-09-29,38800,38950,39550,38700,277105,10852409025,00,0.00,N,2,50,
2025-09-30,37950,38500,38750,37850,357996,13681135650,00,0.00,N,5,-850,
2025-10-01,37900,37850,38300,37800,180237,6849130400,00,0.00,N,5,-50,
2025-10-02,38000,38100,38750,37800,319314,12221827875,00,0.00,N,2,100,
2025-10-10,37000,37950,38100,36800,417257,15521311000,00,0.00,N,5,-1000,
2025-10-13,39350,36850,40400,36150,965177,37608608075,00,0.00,N,2,2350,
2025-10-14,38050,39000,39100,38000,425241,16354424275,00,0.00,N,5,-1300,
2025-10-15,38550,38300,38900,37500,394682,15075603425,00,0.00,N,2,500,
2025-10-16,39800,38750,40050,38600,596107,23568312000,00,0.00,N,2,1250,
2025-10-17,39800,39100,41250,39000,648065,26037528725,00,0.00,N,3,0,
2025-10-20,41200,42250,42300,39800,981277,40349086375,00,0.00,N,2,1400,
2025-10-21,45800,42750,46800,42300,3225394,145749429250,00,0.00,N,2,4600,
2025-10-22,44200,45100,45500,43900,754054,33500291475,00,0.00,N,5,-1600,
2025-10-23,44350,45000,45450,43950,511236,22672815750,00,0.00,N,2,150,
2025-10-24,45550,44550,46250,44150,628317,28531889150,00,0.00,N,2,1200,
2025-10-27,46200,46500,46750,44750,637210,29248833650,00,0.00,N,2,650,
2025-10-28,47650,46550,47700,45750,693896,32419941950,00,0.00,N,2,1450,
2025-10-29,48050,48800,49700,47250,680029,32881954425,00,0.00,N,2,400,
2025-10-30,49000,48400,51400,48400,1011454,50353930975,00,0.00,N,2,950,
2025-10-31,48600,49450,49550,48050,497800,24350647400,00,0.00,N,5,-400,
2025-11-03,47150,49100,49250,46300,729057,34537787975,00,0.00,N,5,-1450,
2025-11-04,53600,55800,58700,52700,4508584,253435886600,00,0.00,N,2,6450,
2025-11-05,54400,56600,56700,53000,1510205,82483327350,00,0.00,N,2,800,
2025-11-06,50500,55000,55000,50400,1265134,65926491150,00,0.00,N,5,-3900,
2025-11-07,47600,48850,50800,47000,942450,45418243600,00,0.00,N,5,-2900,
2025-11-10,48950,51500,51500,48700,716378,35437938750,00,0.00,N,2,1350,
2025-11-11,48900,48950,50100,47750,599426,29332911150,00,0.00,N,5,-50,
2025-11-12,50400,49500,51300,49050,651932,32716985950,00,0.00,N,2,1500,
2025-11-13,50700,50400,51600,49550,560714,28399319125,00,0.00,N,2,300,
2025-11-14,49400,50000,52500,49300,627875,31655800025,00,0.00,N,5,-1300,
2025-11-17,49600,49800,49800,48200,394124,19298934900,00,0.00,N,2,200,
2025-11-18,47600,48900,49100,47600,474504,22744332700,00,0.00,N,5,-2000,
2025-11-19,46300,47150,47650,45900,449151,20855398350,00,0.00,N,5,-1300,
2025-11-20,46350,46950,47600,46200,371039,17363016500,00,0.00,N,2,50,
2025-11-21,44900,44750,45600,44350,402467,18006292100,00,0.00,N,5,-1450,
2025-11-24,44150,45450,45800,44100,550888,24515594025,00,0.00,N,5,-750,
2025-11-25,45800,44800,46150,44450,365713,16658681550,00,0.00,N,2,1650,
2025-11-26,46650,46350,47400,45800,365226,17135516775,00,0.00,N,2,850,
2025-11-27,46250,47150,47200,46200,206554,9591277600,00,0.00,N,5,-400,
2025-11-28,46900,46700,47200,46150,443852,20764301250,00,0.00,N,2,650,
2025-12-01,48550,47350,49500,47350,568873,27742765675,00,0.00,N,2,1650,
2025-12-02,50700,49550,50900,49100,559566,28135238100,00,0.00,N,2,2150,
2025-12-03,48600,50000,50200,48500,533605,26206545750,00,0.00,N,5,-2100,
2025-12-04,48300,49050,49100,47700,410040,19752417275,00,0.00,N,5,-300,
2025-12-05,49100,48450,49950,47650,514591,25173686800,00,0.00,N,2,800,
2025-12-08,49600,49450,49700,48600,334844,16456029125,00,0.00,N,2,500,
2025-12-09,49350,49100,49750,48850,244293,12008350150,00,0.00,N,5,-250,
2025-12-10,49000,48900,49000,48200,264628,12851387025,00,0.00,N,5,-350,
2025-12-11,48300,48850,49000,48100,578133,27965610750,00,0.00,N,5,-700,
2025-12-12,48100,48450,48750,47750,295382,14236630468,00,0.00,N,5,-200,
2025-12-15,47050,47500,47750,46950,377930,17872550950,00,0.00,N,5,-1050,
2025-12-16,46150,47150,47550,46100,377397,17559636425,00,0.00,N,5,-900,
2025-12-17,46450,46150,46550,45900,247862,11468383575,00,0.00,N,2,300,
2025-12-18,46000,46450,46500,45450,246097,11296642400,00,0.00,N,5,-450,
2025-12-19,46350,46150,46600,45350,414736,19091830425,00,0.00,N,2,350,
2025-12-22,46350,46600,46650,46000,273302,12669131350,00,0.00,N,3,0,
2025-12-23,46600,46700,46950,46000,321584,14940464750,00,0.00,N,2,250,
2025-12-24,46550,46200,46800,45950,310958,14410229825,00,0.00,N,5,-50,
2025-12-26,46050,46500,47100,45950,475754,22089274725,00,0.00,N,5,-500,
2025-12-29,49050,46300,49200,45900,694496,33384442875,02,0.00,N,2,3000,
2025-12-30,50800,48250,52800,48200,1676330,86294852375,00,0.00,N,2,1750,
2026-01-02,52900,51600,54600,51600,1058344,56005421000,00,0.00,N,2,2100,
2026-01-05,53900,53800,54200,52100,854905,45585593250,00,0.00,N,2,1000,
2026-01-06,54600,54800,56000,53500,797065,43372004950,00,0.00,N,2,700,
2026-01-07,54300,53700,54400,53200,573443,30853001150,00,0.00,N,5,-300,
2026-01-08,51000,53500,53900,51000,895219,46308862100,00,0.00,N,5,-3300,
2026-01-09,50600,50300,50700,49600,458541,22992152800,00,0.00,N,5,-400,
2026-01-12,54500,53100,55000,52200,979386,52962195450,00,0.00,N,2,3900,
2026-01-13,52000,54500,55000,51900,756393,40145945000,00,0.00,N,5,-2500,
2026-01-14,52500,52900,53000,51400,466968,24271894500,00,0.00,N,2,500,
2026-01-15,53300,51900,54100,51600,548104,28892826400,00,0.00,N,2,800,
2026-01-16,52600,52300,52700,51600,612413,31939231500,00,0.00,N,5,-700,
2026-01-19,51600,51500,51800,50500,514672,26248123950,00,0.00,N,5,-1000,
2026-01-20,52100,51500,53200,51200,661528,34613628200,00,0.00,N,2,500,
2026-01-21,50200,51300,51500,49900,788379,39776529125,00,0.00,N,5,-1900,
2026-01-22,53200,50400,53800,50400,934849,49165670400,00,0.00,N,2,3000,
2026-01-23,57300,52700,57600,52400,2142675,120376103600,00,0.00,N,2,4100,
2026-01-26,63100,62500,64000,58200,3777532,231211505500,00,0.00,N,2,5800,
2026-01-27,66300,62300,66500,62000,2226194,146059562750,00,0.00,N,2,3200,
2026-01-28,67200,66300,69200,63600,2855607,190982017700,00,0.00,N,2,900,
2026-01-29,65300,66500,68200,63200,2295387,150409620400,00,0.00,N,5,-1900,
2026-01-30,55500,58200,59700,55500,3518549,200460606000,00,0.00,N,5,-9800,
2026-02-02,55100,57200,57400,54800,717498,40188947900,00,0.00,N,5,-400,
