date,close,stck_oprc,high,low,volume,tr_amount,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2025-05-20,88300,94900,94900,87900,497104,44551375300,00,0.00,N,5,-5400,
2025-05-21,87900,88200,91000,87700,292327,26077850450,00,0.00,N,5,-400,
2025-05-22,87600,88000,89200,84100,425680,36797758450,00,0.00,N,5,-300,
2025-05-23,83600,88700,88800,83300,335504,28379190600,00,0.00,N,5,-4000,
2025-05-26,85500,83000,88200,82900,423735,36664496400,00,0.00,N,2,1900,
2025-05-27,81200,84700,85100,81100,386979,31745510100,00,0.00,N,5,-4300,
2025-05-28,88800,82200,89800,81300,759138,65198042300,00,0.00,N,2,7600,
2025-05-29,90000,89300,91300,86400,416161,37126194850,00,0.00,N,2,1200,
2025-05-30,89700,89200,91200,86700,440240,39225773350,00,0.00,N,5,-300,
2025-06-02,89000,90300,91500,87600,294820,26315062150,00,0.00,N,5,-700,
2025-06-04,91700,90700,94200,90100,445175,41068790550,00,0.00,N,2,2700,
2025-06-05,96200,91900,97900,90600,434236,41511914150,00,0.00,N,2,4500,
2025-06-09,92400,95300,95800,91100,400955,37128283750,00,0.00,N,5,-3800,
2025-06-10,92200,93300,94000,91200,349959,32328247700,00,0.00,N,5,-200,
2025-06-11,94900,93000,96700,93000,447597,42520512000,00,0.00,N,2,2700,
2025-06-12,97500,94400,101100,94000,1006498,98815819100,00,0.00,N,2,2600,
2025-06-13,92000,96800,96800,91800,417317,38908699600,00,0.00,N,5,-5500,
2025-06-16,90000,91700,92400,89400,242857,21897416900,00,0.00,N,5,-2000,
2025-06-17,89500,91000,93200,89200,346708,31421866850,00,0.00,N,5,-500,
2025-06-18,90400,89400,93000,89300,352682,32013987600,00,0.00,N,2,900,
2025-06-19,90900,91600,93600,88900,431652,39275341450,00,0.00,N,2,500,
2025-06-20,102000,91300,102300,89800,1793484,177353006650,00,0.00,N,2,11100,
2025-06-23,99200,99000,101100,96400,608577,60008549550,00,0.00,N,5,-2800,
2025-06-24,105200,104400,108100,103600,1049993,110926593100,00,0.00,N,2,6000,
2025-06-25,105400,105500,106700,103100,434792,45568015800,00,0.00,N,2,200,
2025-06-26,105600,106800,107600,104200,444257,46980509350,00,0.00,N,2,200,
2025-06-27,100200,105300,106000,99600,449791,45642836100,00,0.00,N,5,-5400,
2025-06-30,100600,101000,104200,100100,357579,36443555600,00,0.00,N,2,400,
2025-07-01,102000,100700,104000,99700,339853,34686137150,00,0.00,N,2,1400,
2025-07-02,103200,101000,103500,99900,257953,26238493550,00,0.00,N,2,1200,
2025-07-03,106200,104400,108300,103600,645885,68383385700,00,0.00,N,2,3000,
2025-07-04,104100,104200,105400,102400,321107,33336796400,00,0.00,N,5,-2100,
2025-07-07,100300,105100,106900,100300,391749,39939308550,00,0.00,N,5,-3800,
2025-07-08,100300,101100,103700,99900,332805,33712771600,00,0.00,N,3,0,
2025-07-09,100800,101600,103000,100000,304380,30752781500,00,0.00,N,2,500,
2025-07-10,101500,101600,103300,100600,674476,68606667800,00,0.00,N,2,700,
2025-07-11,105200,103100,106900,102300,659029,69425566850,00,0.00,N,2,3700,
2025-07-14,105200,106900,106900,103200,376451,39338101150,00,0.00,N,3,0,
2025-07-15,105000,104700,106500,103600,315129,33037351300,00,0.00,N,5,-200,
2025-07-16,102700,104600,105700,102600,204020,21131977950,00,0.00,N,5,-2300,
2025-07-17,102900,104100,105300,101300,283178,29162579400,00,0.00,N,2,200,
2025-07-18,112200,105200,116600,105000,2128747,237275200150,00,0.00,N,2,9300,
2025-07-21,113400,111500,114000,110700,490204,55144986800,00,0.00,N,2,1200,
2025-07-22,109100,114400,114400,108700,410295,45595656150,00,0.00,N,5,-4300,
2025-07-23,109300,111300,112000,107200,292522,32045051400,00,0.00,N,2,200,
2025-07-24,112000,109600,113800,108800,496446,55562034250,00,0.00,N,2,2700,
2025-07-25,114600,112500,116900,111200,614152,70194795350,00,0.00,N,2,2600,
2025-07-28,114700,114700,117300,112700,405846,46724397100,00,0.00,N,2,100,
2025-07-29,110000,112400,112500,108600,494643,54417173200,00,0.00,N,5,-4700,
2025-07-30,114400,110000,116500,109700,541331,61402824650,00,0.00,N,2,4400,
2025-07-31,111100,118200,118300,109900,524364,59376789850,00,0.00,N,5,-3300,
2025-08-01,107300,109500,112300,107200,331420,36142926650,00,0.00,N,5,-3800,
2025-08-04,108000,108800,109800,106200,217537,23463545500,00,0.00,N,2,700,
2025-08-05,124500,109500,127900,109100,3163401,387710218100,00,0.00,N,2,16500,
2025-08-06,125900,124700,133000,123100,2110564,270375428600,00,0.00,N,2,1400,
2025-08-07,124800,127600,127600,122600,548978,68539722250,00,0.00,N,5,-1100,
2025-08-08,124100,124200,126000,123000,321435,40053031300,00,0.00,N,5,-700,
2025-08-11,134000,126700,134500,125600,1192273,156294498800,00,0.00,N,2,9900,
2025-08-12,134800,132900,142000,132100,1510267,207409610387,00,0.00,N,2,800,
2025-08-13,136500,138000,138200,134100,595557,81164440100,00,0.00,N,2,1700,
2025-08-14,138800,137400,141000,136000,759639,105034691500,00,0.00,N,2,2300,
2025-08-18,131300,137500,137600,131300,485229,64710615350,00,0.00,N,5,-7500,
2025-08-19,131900,132900,134100,129500,528073,69594333650,00,0.00,N,2,600,
2025-08-20,130200,128900,132900,128500,368863,48135058850,00,0.00,N,5,-1700,
2025-08-21,129800,130300,130900,128500,248196,32202625450,00,0.00,N,5,-400,
2025-08-22,128200,129400,130100,127200,253136,32524401450,00,0.00,N,5,-1600,
2025-08-25,131800,131900,133400,129300,321228,42385194900,00,0.00,N,2,3600,
2025-08-26,130800,131600,132400,130600,218519,28668185700,00,0.00,N,5,-1000,
2025-08-27,130400,131500,132400,130000,229117,29974471050,00,0.00,N,5,-400,
2025-08-28,126700,131100,133000,126100,379462,48484185600,00,0.00,N,5,-3700,
2025-08-29,121200,126800,126900,121000,506765,61958622300,00,0.00,N,5,-5500,
2025-09-01,119900,119900,122800,119300,228363,27581872800,00,0.00,N,5,-1300,
2025-09-02,119700,120000,120450,117300,327687,39041444900,00,0.00,N,5,-200,
2025-09-03,118300,119900,120500,117700,213903,25407902150,00,0.00,N,5,-1400,
2025-09-04,117900,121300,121700,117400,288275,34310372500,00,0.00,N,5,-400,
2025-09-05,116600,118400,118700,116500,208701,24488180250,00,0.00,N,5,-1300,
2025-09-08,116400,115100,119400,115000,289078,33752855150,00,0.00,N,5,-200,
2025-09-09,117900,116800,117900,116000,236821,27739798950,00,0.00,N,2,1500,
2025-09-10,115800,116900,116900,113900,559560,64519175050,00,0.00,N,5,-2100,
2025-09-11,116900,116100,117000,115000,434865,50578163350,00,0.00,N,2,1100,
2025-09-12,119000,119000,119500,117600,352031,41783688350,00,0.00,N,2,2100,
2025-09-15,121000,120000,122000,119300,379217,45733984150,00,0.00,N,2,2000,
2025-09-16,122300,121700,122500,120700,335758,40913471550,00,0.00,N,2,1300,
2025-09-17,121700,122600,124700,121400,355734,43712742800,00,0.00,N,5,-600,
2025-09-18,122900,122000,123600,120000,309243,37682054550,00,0.00,N,2,1200,
2025-09-19,118800,121800,122400,118800,468717,56162394150,00,0.00,N,5,-4100,
2025-09-22,118100,119000,120600,117800,281523,33451753800,00,0.00,N,5,-700,
2025-09-23,118700,118200,120700,117700,289084,34327298750,00,0.00,N,2,600,
2025-09-24,115200,120600,120700,115100,348084,40682008400,00,0.00,N,5,-3500,
2025-09-25,120400,115700,121500,115700,603613,72034088400,00,0.00,N,2,5200,
2025-09-26,115100,118800,118900,115100,326714,37956910650,00,0.00,N,5,-5300,
2025-09-29,115400,116100,116700,114400,253388,29306061250,00,0.00,N,2,300,
2025-09-30,113000,114800,116000,112900,277604,31628648600,00,0.00,N,5,-2400,
2025-10-01,112600,113500,114300,112000,205555,23251482150,00,0.00,N,5,-400,
2025-10-02,116300,113800,116500,113700,442617,51110274250,00,0.00,N,2,3700,
2025-10-10,112300,116200,116500,112200,438108,49582239650,00,0.00,N,5,-4000,
2025-10-13,117800,111200,119700,109500,658396,76595239400,00,0.00,N,2,5500,
2025-10-14,123700,118300,123800,117100,890874,109173593400,00,0.00,N,2,5900,
2025-10-15,125200,125400,125500,121400,443808,54994000750,00,0.00,N,2,1500,
2025-10-16,143000,125500,143000,124700,1962739,269607288400,00,0.00,N,2,17800,
2025-10-17,161000,145500,167400,140400,4990047,788364028600,00,0.00,N,2,18000,
2025-10-20,160300,158800,162800,153500,1505696,239403764050,00,0.00,N,5,-700,
2025-10-21,159800,159000,166600,156600,1310912,211473280900,00,0.00,N,5,-500,
2025-10-22,165200,161900,172000,160800,1381288,228445009850,00,0.00,N,2,5400,
2025-10-23,159400,165600,166300,158900,650815,105532879700,00,0.00,N,5,-5800,
2025-10-24,172600,161500,174400,160800,1653548,280265870350,00,0.00,N,2,13200,
2025-10-27,172900,179900,180000,169400,5785264,1000714771450,00,0.00,N,2,300,
2025-10-28,174100,171700,174400,167000,838564,143603707300,00,0.00,N,2,1200,
2025-10-29,171700,173200,174900,169000,527687,90803409500,00,0.00,N,5,-2400,
2025-10-30,162600,171800,176700,162400,893321,149059626700,00,0.00,N,5,-9100,
2025-10-31,160000,158000,164500,158000,695197,112177107850,00,0.00,N,5,-2600,
2025-11-03,164900,163600,165700,158600,531734,86676560400,00,0.00,N,2,4900,
2025-11-04,161800,170800,170900,161000,725702,119691156950,00,0.00,N,5,-3100,
2025-11-05,157900,159000,161900,150500,688684,107554753350,00,0.00,N,5,-3900,
2025-11-06,158000,162100,164800,158000,429277,68850376800,00,0.00,N,2,100,
2025-11-07,151100,154100,158500,148600,488367,74455435600,00,0.00,N,5,-6900,
2025-11-10,153800,151400,154600,148600,328529,49884439000,00,0.00,N,2,2700,
2025-11-11,153600,155400,162200,151300,561388,88269466300,00,0.00,N,5,-200,
2025-11-12,155300,155600,157000,152300,316121,49039738150,00,0.00,N,2,1700,
2025-11-13,160000,155200,160200,153200,578111,91501719750,00,0.00,N,2,4700,
2025-11-14,150600,155100,156400,150300,370728,56943966900,00,0.00,N,5,-9400,
2025-11-17,154400,153400,157500,151000,337973,52129826950,00,0.00,N,2,3800,
2025-11-18,145000,155000,155900,145000,390511,58020109700,00,0.00,N,5,-9400,
2025-11-19,143500,145000,146200,139300,412954,58765029000,00,0.00,N,5,-1500,
2025-11-20,145200,146200,148800,144700,245476,35934708200,00,0.00,N,2,1700,
2025-11-21,138200,138400,141600,137600,288050,40074868850,00,0.00,N,5,-7000,
2025-11-24,138500,139900,140100,134200,483265,65994572000,00,0.00,N,2,300,
2025-11-25,137400,141600,143500,136500,218794,30349193450,00,0.00,N,5,-1100,
2025-11-26,150000,139200,150000,139200,509226,74452111750,00,0.00,N,2,12600,
2025-11-27,147000,150700,150800,146800,237991,35352140100,00,0.00,N,5,-3000,
2025-11-28,149900,151900,154700,148000,379604,56932994700,00,0.00,N,2,2900,
2025-12-01,158900,154100,163000,153800,937384,149792185550,00,0.00,N,2,9000,
2025-12-02,159200,158800,159600,156000,351622,55639313950,00,0.00,N,2,300,
2025-12-03,156900,160000,160900,156600,230829,36475155650,00,0.00,N,5,-2300,
2025-12-04,157900,158200,164000,155700,387314,61603348400,00,0.00,N,2,1000,
2025-12-05,159700,156900,162400,156900,442403,70571581600,00,0.00,N,2,1800,
2025-12-08,173300,160900,174600,160100,1641004,279455978550,00,0.00,N,2,13600,
2025-12-09,182100,170300,189000,169100,2222927,406211078750,00,0.00,N,2,8800,
2025-12-10,179500,185300,185600,177900,674670,122464600450,00,0.00,N,5,-2600,
2025-12-11,173800,181500,181900,172500,854760,149358135300,00,0.00,N,5,-5700,
2025-12-12,176000,175000,176200,172500,392230,68426994550,00,0.00,N,2,2200,
2025-12-15,179700,172400,179700,170300,536214,94977566950,00,0.00,N,2,3700,
2025-12-16,165500,178900,179300,163500,853073,143983091450,00,0.00,N,5,-14200,
2025-12-17,165800,167500,169200,163200,410948,68272736150,00,0.00,N,2,300,
2025-12-18,154200,158200,160000,154000,539839,84712192350,00,0.00,N,5,-11600,
2025-12-19,155000,155800,157500,147700,762795,116834495100,00,0.00,N,2,800,
2025-12-22,158900,156800,159900,153500,333968,52828819500,00,0.00,N,2,3900,
2025-12-23,158000,160000,160100,157000,245633,38839908250,00,0.00,N,5,-900,
2025-12-24,157700,158800,161200,157000,249357,39553755600,00,0.00,N,5,-300,
2025-12-26,156300,157900,160300,155200,269772,42301701300,00,0.00,N,5,-1400,
2025-12-29,156300,151500,158100,150300,286734,44645273400,00,0.00,N,3,0,
2025-12-30,146600,153900,154000,145500,560716,83245813650,00,0.00,N,5,-9700,
2026-01-02,141700,145000,145500,141400,462810,66208137300,00,0.00,N,5,-4900,
2026-01-05,145800,139300,148400,139200,551111,80228909850,00,0.00,N,2,4100,
2026-01-06,148400,150400,150600,146500,383139,56796106800,00,0.00,N,2,2600,
2026-01-07,146800,148300,153400,145300,351759,52196982450,00,0.00,N,5,-1600,
2026-01-08,146300,146800,150400,144200,634042,92702119050,00,0.00,N,5,-500,
2026-01-09,141900,146200,146500,140800,340906,48525549800,00,0.00,N,5,-4400,
2026-01-12,151300,141100,151300,140300,621211,92447764650,00,0.00,N,2,9400,
2026-01-13,155700,153500,155700,150300,384550,58955872250,00,0.00,N,2,4400,
2026-01-14,149900,154700,155700,149700,348414,52919932800,00,0.00,N,5,-5800,
2026-01-15,150600,149900,151600,147300,345964,51690771350,00,0.00,N,2,700,
2026-01-16,145800,150000,151600,145500,365913,53684000000,00,0.00,N,5,-4800,
2026-01-19,154200,145000,154800,143800,568539,85335127200,00,0.00,N,2,8400,
2026-01-20,160100,155200,162400,153300,863013,137266768750,00,0.00,N,2,5900,
2026-01-21,160100,156600,163000,156000,701320,111817986150,00,0.00,N,3,0,
2026-01-22,172400,163000,173900,161600,1614324,275725831100,00,0.00,N,2,12300,
2026-01-23,174300,176700,177000,167200,1003581,172067951150,00,0.00,N,2,1900,
2026-01-26,209000,179000,209000,178200,4265569,838913981900,00,0.00,N,2,34700,
2026-01-27,213500,201500,215500,200500,1805235,380335221250,00,0.00,N,2,4500,
2026-01-28,229000,215000,230500,213500,2870049,641615545750,00,0.00,N,2,15500,
2026-01-29,246000,245000,260000,228500,3368789,822599376000,00,0.00,N,2,17000,
2026-01-30,232000,250000,256000,232000,2288279,558458860250,00,0.00,N,5,-14000,
2026-02-02,221000,227000,235500,216500,1008663,229060432500,00,0.00,N,5,-11000,
