date,close,stck_oprc,high,low,volume,tr_amount,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2025-08-12,269000,268000,276000,267500,3008648,817577270280,00,0.00,N,2,2000,
2025-08-13,278000,278000,279000,274000,3472694,961698453500,00,0.00,N,2,9000,
2025-08-14,276500,277500,277500,270500,2101050,575810038250,00,0.00,N,5,-1500,
2025-08-18,267500,272000,272000,267000,1993220,535405923324,00,0.00,N,5,-9000,
2025-08-19,263000,268500,270000,261500,1709646,452864617000,00,0.00,N,5,-4500,
2025-08-20,255500,254500,257000,251000,3571545,908399815969,00,0.00,N,5,-7500,
2025-08-21,245000,246500,251000,245000,6301130,1556929072118,00,0.00,N,5,-10500,
2025-08-22,251000,245500,252500,245500,3064062,763320132000,00,0.00,N,2,6000,
2025-08-25,259500,256000,261500,254000,3183709,822048126750,00,0.00,N,2,8500,
2025-08-26,261500,259500,262500,257000,2050625,532879680250,00,0.00,N,2,2000,
2025-08-27,260000,259000,261000,256000,2801594,723822493098,00,0.00,N,5,-1500,
2025-08-28,268500,254000,268500,253000,3836024,1011495821250,05,0.00,N,2,8500,
2025-08-29,269000,268000,270000,266000,1892127,507281153515,00,0.00,N,2,500,
2025-09-01,256000,259500,261000,255000,1837054,472705957750,00,0.00,N,5,-13000,
2025-09-02,260500,256000,261500,256000,1584710,411934878000,00,0.00,N,2,4500,
2025-09-03,262500,259500,265500,257750,2437896,640466430844,00,0.00,N,2,2000,
2025-09-04,265500,267000,271000,264500,2189959,584527763000,00,0.00,N,2,3000,
2025-09-05,273500,273000,275000,272000,3103427,849712439796,00,0.00,N,2,8000,
2025-09-08,277000,278500,279000,274000,2018299,559185136772,00,0.00,N,2,3500,
2025-09-09,288000,278000,288500,277000,4158342,1183541273000,00,0.00,N,2,11000,
2025-09-10,304000,294500,305000,293000,5265553,1583404266500,00,0.00,N,2,16000,
2025-09-11,307000,310000,315000,305500,5148088,1592899305514,00,0.00,N,2,3000,
2025-09-12,328500,322000,329500,319000,4242516,1382085841794,00,0.00,N,2,21500,
2025-09-15,331000,339500,341500,325000,4221256,1404142725000,00,0.00,N,2,2500,
2025-09-16,348000,331500,354000,331500,5841135,2021474469432,00,0.00,N,2,17000,
2025-09-17,333500,341000,342500,333500,4498866,1515919259650,00,0.00,N,5,-14500,
2025-09-18,353000,338500,357000,336500,4526286,1584129187659,00,0.00,N,2,19500,
2025-09-19,353000,351500,360000,348000,4385543,1546050743059,00,0.00,N,3,0,
2025-09-22,351000,349000,359000,345250,4377563,1541470671626,00,0.00,N,5,-2000,
2025-09-23,361000,355500,363000,353000,3315336,1186486924743,00,0.00,N,2,10000,
2025-09-24,357500,359000,364000,348500,4165199,1482037480884,00,0.00,N,5,-3500,
2025-09-25,356500,352000,359000,349500,2148215,762140462235,00,0.00,N,5,-1000,
2025-09-26,336500,347500,349000,333000,3685324,1253030899140,00,0.00,N,5,-20000,
2025-09-29,349000,339500,351000,339000,2275986,790539282000,00,0.00,N,2,12500,
2025-09-30,347500,353000,356500,347500,2238614,783562302390,00,0.00,N,5,-1500,
2025-10-01,360000,351000,362000,351000,2802437,1001954505000,00,0.00,N,2,12500,
2025-10-02,395500,388500,404500,384000,7430763,2944922514970,00,0.00,N,2,35500,
2025-10-10,428000,426000,439250,416500,6835852,2911518119518,00,0.00,N,2,32500,
2025-10-13,415000,405500,415500,403000,4356534,1786275320750,00,0.00,N,5,-13000,
2025-10-14,411500,425000,436500,406500,4101275,1723657397500,00,0.00,N,5,-3500,
2025-10-15,422500,410500,424000,407000,2688019,1115926644050,00,0.00,N,2,11000,
2025-10-16,452500,421000,455000,420500,4247934,1883343398250,00,0.00,N,2,30000,
2025-10-17,465500,451500,475000,449500,4541583,2103093826250,00,0.00,N,2,13000,
2025-10-20,485500,477500,485500,465500,3333903,1591853205750,00,0.00,N,2,20000,
2025-10-21,479000,497000,502000,478000,4126858,2024408958400,00,0.00,N,5,-6500,
2025-10-22,481500,475000,482000,469000,3870276,1838015901547,00,0.00,N,2,2500,
2025-10-23,478500,470000,488500,468000,3583993,1716194242009,00,0.00,N,5,-3000,
2025-10-24,510000,493000,513000,491500,4254202,2146139539020,00,0.00,N,2,31500,
2025-10-27,535000,533000,537000,523000,3381231,1793905862965,00,0.00,N,2,25000,
2025-10-28,521000,521000,527000,509000,5659008,2932183590000,00,0.00,N,5,-14000,
2025-10-29,558000,538000,559000,523000,4803031,2615487183000,00,0.00,N,2,37000,
2025-10-30,568000,558000,579000,552000,4888461,2764613878496,00,0.00,N,2,10000,
2025-10-31,559000,557000,566000,552000,3351809,1877166443996,00,0.00,N,5,-9000,
2025-11-03,620000,557000,624000,555000,5787058,3473019488800,00,0.00,N,2,61000,
2025-11-04,586000,611000,614000,583000,5969769,3551051355316,00,0.00,N,5,-34000,
2025-11-05,579000,563000,587000,532000,8976222,5043848962489,00,0.00,N,5,-7000,
2025-11-06,593000,602000,607000,583000,5321244,3175511482783,00,0.00,N,2,14000,
2025-11-07,580000,577000,599000,565000,4789397,2784161632500,00,0.00,N,5,-13000,
2025-11-10,606000,584000,615000,581000,4893645,2951702322000,00,0.00,N,2,26000,
2025-11-11,619000,622000,646000,604000,5508697,3446107474086,00,0.00,N,2,13000,
2025-11-12,617000,605000,620000,601000,2831484,1732466665264,00,0.00,N,5,-2000,
2025-11-13,612000,607000,622000,607000,3875541,2378789345500,00,0.00,N,5,-5000,
2025-11-14,560000,579000,585000,560000,5778374,3312307230600,00,0.00,N,5,-52000,
2025-11-17,606000,588000,606000,584000,4470947,2663586341596,00,0.00,N,2,46000,
2025-11-18,570000,583000,591000,570000,3544391,2045293449000,00,0.00,N,5,-36000,
2025-11-19,562000,563000,570000,546000,4529736,2534033057199,00,0.00,N,5,-8000,
2025-11-20,571000,595000,597000,570000,4670237,2724949894000,00,0.00,N,2,9000,
2025-11-21,521000,518000,531000,514000,6646712,3469796088808,00,0.00,N,5,-50000,
2025-11-24,520000,531000,542000,517000,6399162,3373194903500,00,0.00,N,5,-1000,
2025-11-25,519000,546000,550000,518000,3716730,1969198513548,00,0.00,N,5,-1000,
2025-11-26,524000,513000,528000,501000,5127393,2642296735780,00,0.00,N,2,5000,
2025-11-27,544000,535000,556000,533000,3654092,1988027003500,05,0.00,N,2,20000,
2025-11-28,530000,551000,552000,530000,2680138,1436194436334,00,0.00,N,5,-14000,
2025-12-01,538000,542000,545000,525000,3134704,1686705134500,00,0.00,N,2,8000,
2025-12-02,558000,548000,559000,542000,2686580,1490029307122,00,0.00,N,2,20000,
2025-12-03,552000,550000,559000,544000,2586619,1430246342896,00,0.00,N,5,-6000,
2025-12-04,542000,542000,543000,532000,2858305,1535157168065,00,0.00,N,5,-10000,
2025-12-05,544000,530000,546000,527000,3204933,1718852425500,00,0.00,N,2,2000,
2025-12-08,577000,543000,580000,533000,4288433,2386049841000,00,0.00,N,2,33000,
2025-12-09,566000,569000,575000,564000,2391174,1355861203000,00,0.00,N,5,-11000,
2025-12-10,587000,571000,593000,570000,3986083,2335634355500,00,0.00,N,2,21000,
2025-12-11,565000,583000,589000,565000,4021907,2309503491500,00,0.00,N,5,-22000,
2025-12-12,571000,565000,579000,560000,2646148,1511828157000,00,0.00,N,2,6000,
2025-12-15,554000,535000,563500,535000,2482125,1367827640645,00,0.00,N,5,-17000,
2025-12-16,530000,545000,551000,530000,3287998,1773669215746,00,0.00,N,5,-24000,
2025-12-17,551000,530000,554000,525000,2692626,1453712501090,00,0.00,N,2,21000,
2025-12-18,552000,538000,563000,537000,2959059,1641945285000,00,0.00,N,2,1000,
2025-12-19,547000,569000,570000,547000,3440005,1923946971000,00,0.00,N,5,-5000,
2025-12-22,580000,574000,580000,567000,2878464,1657807556000,00,0.00,N,2,33000,
2025-12-23,584000,585000,593000,581000,2011188,1180522164000,00,0.00,N,2,4000,
2025-12-24,588000,587000,591000,584000,2160697,1272669995000,00,0.00,N,2,4000,
2025-12-26,599000,594000,605000,590000,4243548,2542663330000,00,0.00,N,2,11000,
2025-12-29,640000,630000,640000,625000,4176151,2641815287000,00,0.00,N,2,41000,
2025-12-30,651000,639000,659000,634000,4094603,2662508688140,00,0.00,N,2,11000,
2026-01-02,677000,651000,679000,647000,4181895,2778983677000,00,0.00,N,2,26000,
2026-01-05,696000,698000,700000,684000,4337511,3007998338292,00,0.00,N,2,19000,
2026-01-06,726000,690000,727000,671000,4830275,3381650231374,00,0.00,N,2,30000,
2026-01-07,742000,760000,762000,728000,5693115,4253604033000,00,0.00,N,2,16000,
2026-01-08,756000,731000,788000,731000,6496379,4974842286972,00,0.00,N,2,14000,
2026-01-09,744000,744000,756000,727000,4343703,3225029514448,00,0.00,N,5,-12000,
2026-01-12,749000,755000,762000,735000,3329793,2499458505000,00,0.00,N,2,5000,
2026-01-13,738000,753000,754000,724000,3771944,2784052503000,00,0.00,N,5,-11000,
2026-01-14,742000,733000,750000,728000,4885051,3612610326132,00,0.00,N,2,4000,
2026-01-15,749000,732000,750000,727000,3003414,2221828050300,00,0.00,N,2,7000,
2026-01-16,756000,751000,763000,747000,3712326,2800148676108,00,0.00,N,2,7000,
2026-01-19,764000,755000,774000,750000,3392008,2588923615000,00,0.00,N,2,8000,
2026-01-20,743000,764000,764000,737000,2762369,2066362484000,00,0.00,N,5,-21000,
2026-01-21,740000,729000,756000,728000,5108442,3794476507116,00,0.00,N,5,-3000,
2026-01-22,755000,766000,773000,751000,3545309,2699826367844,00,0.00,N,2,15000,
2026-01-23,767000,754000,776000,744000,3508272,2655268603316,00,0.00,N,2,12000,
2026-01-26,736000,753000,754000,736000,3133330,2334468107336,00,0.00,N,5,-31000,
2026-01-27,800000,738000,800000,733000,5660198,4383477685500,00,0.00,N,2,64000,
2026-01-28,841000,810000,854000,803000,6708497,5583139773181,00,0.00,N,2,41000,
2026-01-29,861000,879000,884000,819000,6837983,5852001349316,00,0.00,N,2,20000,
2026-01-30,909000,854000,931000,853000,7875195,7138823506342,00,0.00,N,2,48000,
2026-02-02,868000,870000,888000,860000,3113416,2720302230500,00,0.00,N,5,-41000,
