date,close,stck_oprc,high,low,volume,tr_amount,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
2025-03-07,59500,58000,60000,57600,628569,37252352050,00,0.00,N,2,800,
2025-03-10,60000,59400,60900,58600,675281,40493510350,00,0.00,N,2,500,
2025-03-11,58300,58000,58900,57400,560531,32642360500,00,0.00,N,5,-1700,
2025-03-12,59000,58700,59300,58300,371180,21846376350,00,0.00,N,2,700,
2025-03-13,57400,59900,60200,57400,786331,45727742800,00,0.00,N,5,-1600,
2025-03-14,59800,57700,59800,56600,839738,48919496850,00,0.00,N,2,2400,
2025-03-17,59900,59600,60200,58200,736327,43610994650,00,0.00,N,2,100,
2025-03-18,60200,60300,61300,59300,723594,43548922050,00,0.00,N,2,300,
2025-03-19,60200,60000,60700,59700,485981,29308324150,00,0.00,N,3,0,
2025-03-20,60400,61300,62100,60200,647273,39332466550,00,0.00,N,2,200,
2025-03-21,61100,60700,63000,58800,1114255,68099371300,00,0.00,N,2,700,
2025-03-24,59900,61600,61700,59800,334204,20166732800,00,0.00,N,5,-1200,
2025-03-25,58700,60600,61100,58500,351477,20939518350,00,0.00,N,5,-1200,
2025-03-26,59800,59200,60200,58500,337180,20013071950,00,0.00,N,2,1100,
2025-03-27,58200,59100,59600,57900,217694,12749844650,00,0.00,N,5,-1600,
2025-03-28,56800,58100,58500,56500,330740,18876329800,00,0.00,N,5,-1400,
2025-03-31,49650,54500,55500,49500,2218093,113108954075,00,0.00,N,5,-7150,
2025-04-01,48500,50100,50500,48300,1263977,62262975500,00,0.00,N,5,-1150,
2025-04-02,47200,49050,49450,46500,936573,44293101100,00,0.00,N,5,-1300,
2025-04-03,47850,45300,48700,45150,1006606,47737524075,00,0.00,N,2,650,
2025-04-04,52100,47000,53900,47000,2781441,141855146275,00,0.00,N,2,4250,
2025-04-07,49650,50400,52500,49550,1021352,51846034025,00,0.00,N,5,-2450,
2025-04-08,49650,51500,51500,49250,584098,29362021600,00,0.00,N,3,0,
2025-04-09,47800,48700,50400,47650,682920,33238256850,00,0.00,N,5,-1850,
2025-04-10,52400,51600,52400,50500,1014895,52414349050,00,0.00,N,2,4600,
2025-04-11,50900,50800,51800,49850,502159,25316120025,00,0.00,N,5,-1500,
2025-04-14,51200,51400,53000,50800,516320,26660511150,00,0.00,N,2,300,
2025-04-15,49800,51000,51300,49700,577462,28884409925,00,0.00,N,5,-1400,
2025-04-16,48050,50000,50400,48000,537868,26304808325,00,0.00,N,5,-1750,
2025-04-17,48400,47750,48800,47750,382780,18527156775,00,0.00,N,2,350,
2025-04-18,48000,48550,48850,47500,406238,19470415525,00,0.00,N,5,-400,
2025-04-21,47400,47550,48450,47350,359895,17174495625,00,0.00,N,5,-600,
2025-04-22,47250,47150,48300,46800,360719,17120072600,00,0.00,N,5,-150,
2025-04-23,49600,48250,49750,48000,720360,35215455125,00,0.00,N,2,2350,
2025-04-24,50100,50400,50600,49200,538866,26929358050,00,0.00,N,2,500,
2025-04-25,51000,50500,52500,49900,852234,43632454775,00,0.00,N,2,900,
2025-04-28,51500,52000,54100,51300,909029,48056527600,00,0.00,N,2,500,
2025-04-29,51100,52300,52500,50000,489857,25125254350,00,0.00,N,5,-400,
2025-04-30,51000,51300,51300,49650,796552,40137662750,00,0.00,N,5,-100,
2025-05-02,50200,50000,50900,49500,375866,18865186825,00,0.00,N,5,-800,
2025-05-07,48400,50600,50900,47950,742958,36274602550,00,0.00,N,5,-1800,
2025-05-08,48650,48450,49100,48000,487153,23657985000,00,0.00,N,2,250,
2025-05-09,47150,48900,49000,47050,523288,24863922900,00,0.00,N,5,-1500,
2025-05-12,47700,47450,47750,47150,522658,24821474475,00,0.00,N,2,550,
2025-05-13,46950,48250,49100,46900,583073,27852878750,00,0.00,N,5,-750,
2025-05-14,46900,47000,47200,44950,897935,41385234075,00,0.00,N,5,-50,
2025-05-15,45650,46700,46800,45650,370852,17124000800,00,0.00,N,5,-1250,
2025-05-16,44050,45650,45950,44050,535686,23861626725,00,0.00,N,5,-1600,
2025-05-19,44100,43150,44500,43100,480217,21091911550,00,0.00,N,2,50,
2025-05-20,41200,44300,44450,41000,848559,35767370475,00,0.00,N,5,-2900,
2025-05-21,41000,41150,42550,41000,640834,26729650900,00,0.00,N,5,-200,
2025-05-22,41300,41050,41950,39600,845782,34380723925,00,0.00,N,2,300,
2025-05-23,39300,41550,41800,39200,764511,30453765050,00,0.00,N,5,-2000,
2025-05-26,39500,39050,40650,39050,838977,33521270525,00,0.00,N,2,200,
2025-05-27,38350,39200,39450,37750,665029,25525106800,00,0.00,N,5,-1150,
2025-05-28,40900,38750,41400,38350,1423135,57392129950,00,0.00,N,2,2550,
2025-05-29,43050,41100,44250,40100,2143367,91613041950,00,0.00,N,2,2150,
2025-05-30,42800,42700,43200,41450,1271592,53920283450,00,0.00,N,5,-250,
2025-06-02,42100,42900,44700,41900,882100,37897507625,00,0.00,N,5,-700,
2025-06-04,43700,43050,45100,43050,1327121,58557145700,00,0.00,N,2,1600,
2025-06-05,45350,43800,45750,43050,908761,40848773200,00,0.00,N,2,1650,
2025-06-09,44300,44850,45250,43550,675804,29864029775,00,0.00,N,5,-1050,
2025-06-10,44200,44800,45000,43600,535924,23670267475,00,0.00,N,5,-100,
2025-06-11,44450,44550,45350,44150,613754,27357408050,00,0.00,N,2,250,
2025-06-12,44800,44250,46500,44250,1236590,56052302275,00,0.00,N,2,350,
2025-06-13,42850,44550,44700,42550,707979,30581941425,00,0.00,N,5,-1950,
2025-06-16,42100,42150,43100,41550,452980,19058750725,00,0.00,N,5,-750,
2025-06-17,41550,42350,43000,41400,560646,23536420025,00,0.00,N,5,-550,
2025-06-18,41800,41700,42750,41500,460963,19339974875,00,0.00,N,2,250,
2025-06-19,41300,42200,42550,41100,515442,21475463650,00,0.00,N,5,-500,
2025-06-20,44250,41400,44800,41000,1571903,68346689875,00,0.00,N,2,2950,
2025-06-23,42850,43000,43350,42100,649456,27711528675,00,0.00,N,5,-1400,
2025-06-24,48900,44300,50500,44300,3519746,168011628325,00,0.00,N,2,6050,
2025-06-25,48000,48450,48650,47350,970352,46470533625,00,0.00,N,5,-900,
2025-06-26,47350,48900,49100,46850,787823,37625273525,00,0.00,N,5,-650,
2025-06-27,44950,47300,47500,44650,807129,36702005525,00,0.00,N,5,-2400,
2025-06-30,45150,45250,46300,44650,584486,26492469900,00,0.00,N,2,200,
2025-07-01,45500,45250,46450,44750,708583,32368386025,00,0.00,N,2,350,
2025-07-02,45650,45150,45700,44700,405636,18316665300,00,0.00,N,2,150,
2025-07-03,48100,46350,48550,46050,1347139,63994492000,00,0.00,N,2,2450,
2025-07-04,46850,47550,47700,46600,557597,26272231825,00,0.00,N,5,-1250,
2025-07-07,45200,47300,47850,45150,566169,26045140850,00,0.00,N,5,-1650,
2025-07-08,44900,45200,45900,44500,448922,20205792900,00,0.00,N,5,-300,
2025-07-09,44800,45400,45800,44550,381876,17168271200,00,0.00,N,5,-100,
2025-07-10,45300,45250,45350,44650,460539,20735132725,00,0.00,N,2,500,
2025-07-11,47200,45800,48250,45650,1483975,69907461600,00,0.00,N,2,1900,
2025-07-14,47800,47800,49300,46400,970963,46261821000,00,0.00,N,2,600,
2025-07-15,47200,47650,48100,47000,515420,24421497350,00,0.00,N,5,-600,
2025-07-16,46100,47000,47450,46050,374233,17406077525,00,0.00,N,5,-1100,
2025-07-17,46600,47150,48300,46200,627501,29389059475,00,0.00,N,2,500,
2025-07-18,48450,47500,49550,47350,2148618,104455010600,00,0.00,N,2,1850,
2025-07-21,49600,48650,50200,48300,1147605,56836204650,00,0.00,N,2,1150,
2025-07-22,47700,50200,50300,47650,878043,42910860700,00,0.00,N,5,-1900,
2025-07-23,48000,48700,48750,46800,520211,24909298025,00,0.00,N,2,300,
2025-07-24,48750,48100,49400,47900,675847,32934607800,00,0.00,N,2,750,
2025-07-25,50800,48600,52400,48100,2119639,108028418900,00,0.00,N,2,2050,
2025-07-28,51900,51400,52800,50300,1138592,58643527500,00,0.00,N,2,1100,
2025-07-29,49900,51000,51000,49900,721467,36272686100,00,0.00,N,5,-2000,
2025-07-30,51000,49950,51600,49500,765856,38958309050,00,0.00,N,2,1100,
2025-07-31,49300,52100,52100,49000,963424,48430162650,00,0.00,N,5,-1700,
2025-08-01,47700,48750,49950,47650,657619,31875672000,00,0.00,N,5,-1600,
2025-08-04,48000,48250,48700,47450,326479,15665980275,00,0.00,N,2,300,
2025-08-05,52100,48400,53800,48400,2182627,113293402125,00,0.00,N,2,4100,
2025-08-06,51900,52400,53800,51000,1360405,71291604950,00,0.00,N,5,-200,
2025-08-07,51900,52600,52600,51000,476041,24646183600,00,0.00,N,3,0,
2025-08-08,52000,52000,53000,51700,488052,25531364900,00,0.00,N,2,100,
2025-08-11,54500,53000,54900,53000,1430799,77428224550,00,0.00,N,2,2500,
2025-08-12,57100,53800,59400,53400,2793008,159546473600,00,0.00,N,2,2600,
2025-08-13,57200,58500,58500,56600,803481,46144302200,00,0.00,N,2,100,
2025-08-14,58600,57700,59000,57200,924021,53752730900,00,0.00,N,2,1400,
2025-08-18,56100,59000,59400,56100,736504,42019938700,00,0.00,N,5,-2500,
2025-08-19,56500,56800,57800,55600,612230,34493042650,00,0.00,N,2,400,
2025-08-20,55100,54700,56700,54600,604280,33507069300,00,0.00,N,5,-1400,
2025-08-21,54300,55200,55300,53600,546866,29834166800,00,0.00,N,5,-800,
2025-08-22,53700,53900,54500,53300,311691,16783567150,00,0.00,N,5,-600,
2025-08-25,55200,55100,55900,54400,441214,24359246700,00,0.00,N,2,1500,
2025-08-26,55500,55300,55700,54700,455783,25166051500,00,0.00,N,2,300,
2025-08-27,55000,55900,57100,54800,580856,32389458350,00,0.00,N,5,-500,
2025-08-28,52500,55500,55700,52500,731061,38923617900,00,0.00,N,5,-2500,
2025-08-29,50600,52600,52700,50500,688283,35188791450,00,0.00,N,5,-1900,
2025-09-01,49900,50200,51100,49700,369736,18602545700,00,0.00,N,5,-700,
2025-09-02,50300,50300,50400,49450,291163,14563190225,00,0.00,N,2,400,
2025-09-03,49900,50100,50400,49700,250529,12519346775,00,0.00,N,5,-400,
2025-09-04,50100,51200,51200,49900,310131,15635802925,00,0.00,N,2,200,
2025-09-05,49800,50600,50700,49750,304167,15200108650,00,0.00,N,5,-300,
2025-09-08,49600,49000,50300,49000,319023,15839474950,00,0.00,N,5,-200,
2025-09-09,49600,49750,50100,49300,332898,16514566875,00,0.00,N,3,0,
2025-09-10,49200,49350,49550,48300,736840,36032429325,00,0.00,N,5,-400,
2025-09-11,48600,49300,49500,48550,781656,38155345975,00,0.00,N,5,-600,
2025-09-12,49100,49250,49650,49100,807056,39801160650,00,0.00,N,2,500,
2025-09-15,49500,49800,50800,49500,762016,38058411575,00,0.00,N,2,400,
2025-09-16,49200,50300,50500,49200,738049,36638595075,00,0.00,N,5,-300,
2025-09-17,49750,49550,50400,49150,455056,22672949050,00,0.00,N,2,550,
2025-09-18,50600,50000,50600,49350,458044,22941079275,00,0.00,N,2,850,
2025-09-19,49750,50500,50600,49750,449408,22446571975,00,0.00,N,5,-850,
2025-09-22,49550,49850,50500,49550,358570,17887753725,00,0.00,N,5,-200,
2025-09-23,49650,49750,49950,49250,374300,18530119575,00,0.00,N,2,100,
2025-09-24,48550,50300,50500,48300,521001,25494175700,00,0.00,N,5,-1100,
2025-09-25,50100,48800,50200,48800,526692,26121325300,00,0.00,N,2,1550,
2025-09-26,48100,49500,49550,48050,472959,22925269175,00,0.00,N,5,-2000,
2025-09-29,48400,48700,48700,47600,315622,15184575525,00,0.00,N,2,300,
2025-09-30,47450,48200,48250,47450,320641,15303663225,00,0.00,N,5,-950,
2025-10-01,47200,47650,47850,46900,333265,15753411450,00,0.00,N,5,-250,
2025-10-02,47350,47450,48250,47350,455731,21756698550,00,0.00,N,2,150,
2025-10-10,46550,47350,47450,46000,591058,27629576175,00,0.00,N,5,-800,
2025-10-13,48600,45900,49150,45550,817657,39365738425,00,0.00,N,2,2050,
2025-10-14,50400,49000,51100,48500,1247871,62814340950,00,0.00,N,2,1800,
2025-10-15,50600,50500,50700,49550,439055,22059559150,00,0.00,N,2,200,
2025-10-16,57700,50700,57700,50400,2693674,147905734550,00,0.00,N,2,7100,
2025-10-17,73300,61600,73900,59400,11077590,768196849050,00,0.00,N,2,15600,
2025-10-20,77700,74800,80300,70700,7848219,598469416700,00,0.00,N,2,4400,
2025-10-21,75900,77200,81700,74100,4655287,362365075550,00,0.00,N,5,-1800,
2025-10-22,87400,79800,88500,78700,7354068,630185904850,00,0.00,N,2,11500,
2025-10-23,81500,87200,87200,81500,2106961,176261573900,00,0.00,N,5,-5900,
2025-10-24,88300,83900,89100,83900,2405485,211353740000,00,0.00,N,2,6800,
2025-10-27,93800,91300,94100,89700,2529060,232762174200,00,0.00,N,2,5500,
2025-10-28,97200,96700,98400,90300,3167748,300244437900,00,0.00,N,2,3400,
2025-10-29,93100,95500,95800,91500,1769813,165447898700,00,0.00,N,5,-4100,
2025-10-30,89200,92700,98700,89000,2829987,262880898900,00,0.00,N,5,-3900,
2025-10-31,88000,86800,92300,86500,2076158,186338249500,00,0.00,N,5,-1200,
2025-11-03,94800,91400,96000,88100,2687046,249298890750,00,0.00,N,2,6800,
2025-11-04,95700,100000,102400,94300,2905365,284743734100,00,0.00,N,2,900,
2025-11-05,92800,92800,96300,87300,6536141,601264804450,00,0.00,N,5,-2900,
2025-11-06,93200,97000,100900,93100,5661883,543399579000,00,0.00,N,2,400,
2025-11-07,87200,90400,94800,87100,3748283,338065741650,00,0.00,N,5,-6000,
2025-11-10,87900,88400,89800,82900,4222485,363616476000,00,0.00,N,2,700,
2025-11-11,94100,89300,99800,89100,12469599,1196146366700,00,0.00,N,2,6200,
2025-11-12,93600,95500,95900,92400,2934215,275796935350,00,0.00,N,5,-500,
2025-11-13,94700,92400,95900,91700,3328565,312146980300,00,0.00,N,2,1100,
2025-11-14,89900,91300,93800,89700,2562326,233959282300,00,0.00,N,5,-4800,
2025-11-17,88200,91200,92000,87300,2118696,188345750150,00,0.00,N,5,-1700,
2025-11-18,81600,88800,90100,81600,3490767,293671206000,00,0.00,N,5,-6600,
2025-11-19,79300,81700,83100,78700,2668789,213682298200,00,0.00,N,5,-2300,
2025-11-20,83100,81200,85600,80600,2748517,228789184650,00,0.00,N,2,3800,
2025-11-21,78800,78500,81900,78500,1613229,128583236350,00,0.00,N,5,-4300,
2025-11-24,75300,79700,80000,74100,2486630,188225118800,00,0.00,N,5,-3500,
2025-11-25,75200,78000,78700,74700,1687724,129103813300,00,0.00,N,5,-100,
2025-11-26,83500,76600,84100,76000,3702745,297654232000,00,0.00,N,2,8300,
2025-11-27,81900,83900,85100,81800,1946496,161807320950,00,0.00,N,5,-1600,
2025-11-28,84500,84500,86000,82500,2316467,194566957050,00,0.00,N,2,2600,
2025-12-01,93000,86800,95000,86300,8010476,734662663600,00,0.00,N,2,8500,
2025-12-02,94100,93000,95600,90000,4631955,431028159450,00,0.00,N,2,1100,
2025-12-03,93400,94400,96200,92600,2377262,223725939050,00,0.00,N,5,-700,
2025-12-04,91500,93800,94700,91000,2051894,189545205700,00,0.00,N,5,-1900,
2025-12-05,96900,90500,99000,90400,8523311,821063142400,00,0.00,N,2,5400,
2025-12-08,117500,99700,119000,99000,19608074,2195746617850,00,0.00,N,2,20600,
2025-12-09,117800,114600,119600,112900,7636333,894926862000,00,0.00,N,2,300,
2025-12-10,116800,120200,121600,115500,5816960,687888848350,00,0.00,N,5,-1000,
2025-12-11,112800,117500,118200,112500,4019192,459535291450,00,0.00,N,5,-4000,
2025-12-12,111400,113500,116400,108500,4218295,473544901273,00,0.00,N,5,-1400,
2025-12-15,110200,108600,112400,108100,2409445,265980405800,00,0.00,N,5,-1200,
2025-12-16,101300,110200,110300,100700,3953462,410271616800,00,0.00,N,5,-8900,
2025-12-17,103300,102900,107700,100700,3654517,381820233950,00,0.00,N,2,2000,
2025-12-18,98400,99200,101700,98300,2739251,273159844250,00,0.00,N,5,-4900,
2025-12-19,96800,99700,100000,92100,5129836,489829100650,00,0.00,N,5,-1600,
2025-12-22,98000,97700,100000,96000,2277043,223425703100,00,0.00,N,2,1200,
2025-12-23,97300,99000,99100,96000,1487391,144589767150,00,0.00,N,5,-700,
2025-12-24,97300,98300,99900,97050,1784169,175341488400,00,0.00,N,3,0,
2025-12-26,97000,97500,100800,95300,2388776,232944487800,00,0.00,N,5,-300,
2025-12-29,96900,94700,100300,93500,2671495,260370918350,00,0.00,N,5,-100,
2025-12-30,90800,95100,95200,90500,2856805,263396743650,00,0.00,N,5,-6100,
2026-01-02,88300,89900,91700,87800,1792900,159878483650,00,0.00,N,5,-2500,
2026-01-05,89900,87000,91500,87000,1813119,162833934200,00,0.00,N,2,1600,
2026-01-06,93200,95800,96000,91600,1874200,175351197200,00,0.00,N,2,3300,
2026-01-07,92500,93500,96000,91600,1261733,117685835450,00,0.00,N,5,-700,
2026-01-08,91600,93400,94800,91500,1071272,99012100550,00,0.00,N,5,-900,
2026-01-09,88000,92900,93000,88000,1595043,142004891150,00,0.00,N,5,-3600,
2026-01-12,93800,87100,95500,87100,3085608,287548435150,00,0.00,N,2,5800,
2026-01-13,97300,95300,97600,92600,1930443,183925526350,00,0.00,N,2,3500,
2026-01-14,94200,97300,97400,93300,1228861,116186433300,00,0.00,N,5,-3100,
2026-01-15,94700,93600,95500,92600,1164784,109540084950,00,0.00,N,2,500,
2026-01-16,92600,94900,96000,91800,1150134,106897433600,00,0.00,N,5,-2100,
2026-01-19,95000,91400,95900,91000,1854083,173707614500,00,0.00,N,2,2400,
2026-01-20,98300,95300,101000,94500,3536949,346965709550,00,0.00,N,2,3300,
2026-01-21,95100,95400,97400,93300,1690839,160735857650,00,0.00,N,5,-3200,
2026-01-22,105000,96800,107300,95500,6816773,704417194050,00,0.00,N,2,9900,
2026-01-23,105900,109700,109700,100500,3553071,369197036050,00,0.00,N,2,900,
2026-01-26,130200,109200,130300,108400,14466132,1775243945900,00,0.00,N,2,24300,
2026-01-27,138400,126800,140000,126100,11468680,1540318858850,00,0.00,N,2,8200,
2026-01-28,168600,139700,169800,139600,16902593,2690656981950,00,0.00,N,2,30200,
2026-01-29,172000,174800,182700,158700,9935241,1696278562500,00,0.00,N,2,3400,
2026-01-30,162500,171100,173000,162200,4558463,764172255250,00,0.00,N,5,-9500,
2026-02-02,167000,164800,176600,161300,4543920,773515323700,00,0.00,N,2,4500,
